Keyword,Count
low-fidelity prototyping,1
transposition error,1
simultaneous keystrokes,1
adjacent letter errors,1
typing error analysis,1
zero time keystrokes,1
context-dependent systems,1
crossmedia systems,1
base word,1
generic tone,1
high compression rate,1
telephone interfaces,1
low latency,1
high speed,1
biofeedback,1
breathing assistance,1
tactile interface,1
voice applications,1
mobile banking,1
mali,1
access control,1
result page,1
personal style,1
audio feedback,1
target track,1
search mode,1
motion gestures,1
internet of water things (iowt),1
unmanned surface vehicles (usvs),1
ocean conservation,1
lora,1
environmental telemetry,1
representations,1
non-experts,1
smart watch,1
proprioception,1
mobile device interaction,1
keystroke-level model (klm),1
near field communication (nfc),1
static / dynamic multi-tag interaction,1
community health workers,1
medical training,1
identity,1
localizing design,1
personality traits,1
synchronous co-located collaboration,1
direct and indirect input devices,1
model-based user interface development,1
online group,1
norm discussion,1
social dialogue,1
beauty,1
computing unit,1
conductive element,1
digital document,1
paper document,1
calm technology,1
interactive whiteboard,1
foot-based interaction,1
classroom technology,1
secondary school teacher,1
secondary focus,1
attention analysis,1
test user,1
online evaluation,1
focus element,1
trace figures,1
3d models staging,1
cognitive pupillometry,1
urban hci,1
responsive environments,1
media façades,1
media architecture,1
smart thermostat,1
use,1
smart locks,1
non-use,1
web usability study,1
cost-benefit analysis,1
user centered systems design,1
public authority,1
nicicon database,1
multi-stroke shapes,1
sketched symbol recognition,1
virtual prototype,1
device assessment,1
code fragment,1
narrative research,1
craft,1
story-telling,1
portraiture,1
newspaper metaphor,1
personal document retrieval,1
speech-based text entry,1
reminder,1
ambient light display,1
medical team meetings,1
single-display groupware,1
multi-display groupware,1
drawing-to-search,1
color palette interface,1
painting search,1
intelligent transport system,1
traffic safety,1
computing platform,1
color palette,1
target platform,1
development infrastructure,1
metamodels,1
metamodeling,1
web-mining,1
human mental workload,1
constraint reasoning,1
geometric primitive,1
primitive shape,1
auxiliary surface,1
internet technologies,1
situated display,1
lab study,1
slideware,1
canvas presentations,1
textile,1
forearm interaction,1
model-based design of interactive systems,1
upper secondary education,1
wellbeing,1
designsprint,1
product,1
designthinking,1
sprint,1
process,1
technology and media interaction,1
fundamental needs,1
predictive decision making,1
asthma action plan,1
asthma app,1
asthma,1
icon-based asthma action plan,1
phrs,1
indic text input,1
integrating spatial data,1
stereoscopic depth,1
non-spatial data,1
personal sign,1
activity modeling,1
model-driven design,1
value sensitive design,1
nonverbal communication,1
body language,1
social robotics,1
artificial emotions,1
cross-cultural factors,1
persistent search,1
investigation,1
personal organization,1
image sharing,1
social bookmark,1
opinion expression,1
emotional bandwidth,1
psychometrics,1
self-reported emotion,1
sliders,1
affective responses,1
bend & touch interactions,1
deformation based interactions,1
one-handed usage,1
print disabled web users,1
user strategy,1
dyslexic web users,1
blind web users,1
partially sighted web users,1
human aspect,1
sale forecast,1
human capability,1
eye-hand coordination,1
3d placement,1
web site evaluation,1
usability problems discovery,1
eyetracking,1
remote usability testing,1
interaction with small displays,1
stacking gestures,1
user interfaces properties,1
small touchscreen,1
device-tailored gui,1
preference,1
co22 sensing,1
traffic based air pollution,1
real-time co22 visualization,1
air quality measurement,1
participatory sensing in the wild,1
grocery store,1
place representation,1
meaningful place,1
physical location,1
place relate,1
digital lecturing environment,1
digital classroom,1
capture and access,1
augmented classroom,1
postgraduate studies,1
digital wallets,1
casework,1
eye-tracker,1
cross-cultural usability,1
institutionalization,1
hci research,1
failure detection,1
survival mode,1
failure type,1
house rental,1
contextual menu,1
design knowledge,1
vending machine,1
visual stimuli,1
pop-out,1
choice behavior,1
digital music,1
speech recognizer,1
speech input,1
media management,1
digital content design,1
retail store,1
digital signage,1
on-line assistant,1
metaphors and analogies,1
cognitive strategies,1
common sense,1
sketching user experiences,1
communicate design ideas,1
sketching techniques,1
sketch learning,1
system development,1
design chains,1
photo book,1
multitouch interaction techniques,1
2d translation,1
models at runtime,1
self-explanatory user interfaces,1
self-explanation,1
usability and user experience,1
development processes,1
simplification strategies,1
window manager,1
tabbing,1
privacy concern,1
usage behavior,1
service oriented architecture (soa),1
situation engineering,1
model-driven architecture (mda),1
model-driven engineering (mde),1
context of use,1
djs,1
participant observations,1
hospital information systems,1
electronic health record,1
doctor-patient interface,1
dual sided display,1
use case modeling,1
low-fidelity ui,1
business process modeling,1
textual equivalents,1
textual simplification,1
w3c recommendation,1
game balance,1
fun experience,1
balancing skills,1
cross-pollination,1
asynchronous voice,1
rural africa,1
oral users,1
simulated driving experiment,1
driver distraction,1
experience prototyping,1
heat map,1
power distance,1
subjective culture,1
objective culture,1
cultural dimension,1
communicative competence,1
multimedia platform,1
virtual-tracing,1
dual-camera,1
trace-drawing,1
magic-lens,1
corporate funding,1
usability message,1
harvard business review,1
funding model,1
suitable task,1
resource use,1
engaged consumption,1
esports,1
skill level,1
esports athletes,1
focal,1
amateurs,1
digital participation,1
societal participation,1
open innovation showroom (ihme),1
open web lab (owela),1
focus group,1
hci research methods,1
shared experiences,1
resizable interfaces,1
zoomable interfaces,1
coaching,1
touch gesture,1
arousal and valence,1
tvet,1
interdisciplinary teams,1
quantitative methods,1
self-esteem,1
virtual possession,1
structural equation modeling (sem),1
facebook activity,1
online identity construction,1
blind and visually impaired people,1
tactile chart design,1
georgia institute,1
commercial interest,1
international interest,1
user-centred design education,1
students feedback,1
google design sprint,1
factory,1
prediction algorithm,1
target location,1
lens widgets,1
low-fidelity ui tools,1
pointing accuracy,1
hand pointing,1
nature and culture preservation,1
community empowerment,1
tourism sustainability,1
public interactive displays,1
mixed objects,1
physical user interfaces,1
mixed systems,1
depression,1
prompt,1
social,1
activity,1
multi-user multi-touch,1
mailing list,1
open source project,1
design lesson,1
external memory aid,1
high-density sonification,1
apps,1
impression management,1
social capital theory,1
employability,1
online reading,1
viewing pictures,1
lower income group,1
mobile usage,1
lower stratum,1
usage cost,1
expressiveness,1
multicultural study,1
audio guides,1
multimedia guides,1
cultural spaces,1
distributed energy monitoring,1
apportionment,1
categorization,1
card sorting,1
sensor-based interaction,1
mobile map applications,1
tilt interaction,1
recognition rate,1
soccer ball,1
soccer game,1
public e-health services,1
user participation,1
system development methods,1
problem prediction,1
predictive method,1
actual problem,1
speech modality,1
audio annotations,1
assisted note-taking,1
mobile context-awareness,1
signature discovery,1
analytic process,1
pe therapy,1
ptsd,1
clinician dashboard,1
post traumatic stress disorder,1
prolonged exposure therapy,1
steering task,1
arduino,1
strategic negotiations,1
face-to-face collaboration,1
collaborative tables,1
microinteraction,1
magnetometer,1
group recommender system,1
group preference elicitation,1
galvanic skin response,1
eye blink,1
reading flow,1
aria flowto,1
reading order,1
multi-screen,1
tactile perception,1
ambient displays,1
human navigation,1
social skills,1
fun/aesthetic design,1
motivational aspects,1
art & entertainment,1
revise trauma score,1
mediate communication,1
fire department,1
information loss,1
communication partner,1
prediction system,1
3d key,1
pdas,1
umpcs,1
accordion folds style,1
handhelds,1
electronic government (e-gov),1
gesture descriptors,1
gesture-based interfaces,1
best practice,1
fringe,1
disempowered,1
pd,1
marginalised,1
social media applications,1
social features,1
peer-to-peer exchange,1
consumer needs,1
social commerce,1
commercial functions,1
information findability,1
assistive technology for children with asc,1
paper-based interfaces,1
asc,1
computer human interface,1
collaboration technology,1
research challenge,1
mutual research,1
business interest,1
science and technology,1
online user requirements,1
online portals,1
pie menus,1
radial menus,1
search patterns,1
actuated displays,1
shear force,1
rich touch,1
computer assistive technologies,1
artifact ecology,1
technology-rich workspace,1
distributed cognition,1
dicot framework,1
head mounted displays,1
virtual words,1
context-aware system,1
critical design & interaction design,1
semi-structured interviews,1
low literate,1
affinity diagram,1
policy-authoring,1
monitoring task,1
hmi analysis,1
